movie,sentence,score
스파이더맨: 노 웨이 홈,삼스파와 전작의 빌런들이 출연하는게 진짜개쩐다 소니와의 판권과 여러 문제 때문에스파이더맨 트릴로지와 어스파 시리즈가흐지부지하게 끝나서 남았던 마음이 이 영화로사라졌다 이건 명작이니 제발 제발 제발 꼭봐라 진짜 안보면 인생 손해본다,10
청춘빌라 살인사건,여주인공의 다리목조르기 씬 하나만으로도 이 영화는 10점만점 10점... 남배우 개부럽ㅠ,10
유령,난장판이네 난장판이야,5
사울의 아들,죽음의 윤리학이 산사람에겐 선민의식으로 느껴진다,6
스마트폰을 떨어뜨렸을 뿐인데,후반부로 갈수록.. 짜증나는  전개...,2
교섭,이좋은 소재로 영화가 왜 이 모양 일까? 누구의 잘못인지 참 궁금하네요...대사가 무슨 암세포 유발하는자들의 대화 처럼 보는 내내 짜증이 나네요...,1
압꾸정,우와 .. 웬만하면 한국코믹영화 다 재밌게 보는편인데 진짜 재미없다 .. ,4
카운트,누구든 넘어지기 마련입니다.10카운트 처럼 포기하지 않으면 누구나 또 기회는 오기마련입니다.넘어지면 그냥 한테포 쉬는 것입니다. 많은 것을 느끼게하는 영화입니다.영화 한줄평의미있는 일을 해라.ㅋ,9
살수,스토리라인이나 영상기법이 다소 부족했지만 신현준 배우님과 조연배우분들 연기호연과 사극정극인데도 코믹요소가 있어서 재미있게 봤습니다 좀더 디테일하게 갔더라면 아쉬움이 남습니다 ,10
타이타닉,시대를 뛰어넘는 최고의 명작,10
코다,나 자신과 가족 중 하나를 선택해야 한다면,10
스마트폰을 떨어뜨렸을 뿐인데,진짜 있을법한 얘기인거같아서 너무 무서웠던 영화ㅠㅠ 보는내내 소름끼치고 답답하긴했지만 그만큼 배우들이 연기를 잘해서 스토리에 몰입했기 때문이라고 생각함 ,10
카운트,복싱이라는 것이 한 번 쓰러졌다고 끝나지 않아 다시 일어서라고 열 번을 센다.  바로 일어나기 힘들면 조금 쉬어도 돼,7
인스턴트 패밀리,보세요 보세요 보세요!!,10
스마트폰을 떨어뜨렸을 뿐인데,너무 심장 쫄깃 스릴..범죄로 악용될까 무서울 뿐ㅠ,10
서치 2,서치 1보고 기대했는데 재밌게 봤습니다!!,10
서치 2,몰입감과 연출이 좋은 영화,9
카운트,"스토리 전개상 어려운내용은 전혀 없고, 편하게 즐길 수 있는 재미난 영화 였습니다!",9
스마트폰을 떨어뜨렸을 뿐인데,"배우 임시완이 하드캐리했다 ;; 맑은눈의 광인의 원조랄까 스토리 소재도 신선했고, 전개가 좋았다 진짜 현실에서 일어날 법한 일일수도 있겠다 생각이 들었다 핸드폰 잘 챙기자",8
카운트,즐거운 코미디 영화로 가족과 보기 좋은 영화,8
서치 2,시작 시간 10분 후부터 끝날때까지 계속 지루하지 않고 재미있었음!,9
맘마미아!,감히 MZ세대가 평가할만한 영화가 아니다. 모든 게 완벽한 영화.,10
스위치,패밀리맨을 참고한게 아니라 복붙한 수준,2
스마트폰을 떨어뜨렸을 뿐인데,진짜 초반은 참신하나 중후반 애들 멍청해서 보기 짜증남. 범인이 그냥 다 죽이는 결말이였으면 좋겠다 싶었음.,2
자백,어디서 익숙한 내용이다 했는데 영화소개 프로에서 본 영화가 원작이었다 역시 국뽕러로서 난 우리나라가 더  깔끔하게 잘 만든 느낌이다. 배우들이 연기가 너무 좋아서 예상되면서도 몰입감이 상당했다 또 에프터스쿨 나나님의 어엿한 배우포스가 나서 인상깊었다 소지섭 배우는 역시 명불허전 소간지 그자체다…!,8
동감,평들이 안좋지만 난 그냥 저냥 잼있게 봤음 햄에 스티커 사진 붙일때 . . . ,8
바빌론,추악하고 아름다운 영화판! 그래도... 사랑하시죠? ,10
동감,김혜윤이… 안이뻐서… ㅠㅠ  하..스카이캐슬 이후로..딱히 케릭터가….,6
탄생,아 뭐야 종교영화였어 자다 나옴,2
교섭,외교?자국민보호?잘봤습니다생각이맗아지는,8
상견니,개인적으로 드라마 굉장히 재밌게봐서 드라마 그 이후 이야기를 볼 수 있다는 거 자체로 좋았음 근데 영화 자체로만 보면 2시간안에 풀어내기에는 너무 복잡한 내용+후반부 급전개가 아쉽긴 했음 드라마 안 본 사람은 아예 이해를 못했을듯 그래도 저는 상친자라 별점을 낮게 줄 수가 없네요,9
카운트,너무 재밌어요 ㅠㅠ예고편 보고 혹시 뻔한 코메디 영화가 아닐까 했는데 진짜 시간가는줄 모르고 재밌게 봤습니당!!!완전 추천합니당 또 볼거에요!,10
더 퍼스트 슬램덩크,재밌어요,10
스마트폰을 떨어뜨렸을 뿐인데,이시대에 충분히 일어날수있는.일이라서 너무 무섭고 지루하지않고 몰입감있어서 재밌게본거같아요,10
앤트맨과 와스프: 퀀텀매니아,캉이 이렇게약할줄이야,8
더 퍼스트 슬램덩크,명작을 띵작으로 재탄생 시킨 영화물,10
교섭,더럽고 추잡한것들 ㅉㅉ ,2
유령,중국 유령 영화 보단 스릴은 조금 부족했으나 충분이 재미 있었고 액션도 볼만 했습니다,10
수상한 그녀,조금 유치한 감도 있지만 재미있는 영화.나이가 들어 다시보면 또 다른 느낌을 얻을 수 있을 것 같다(몇년만에 3끼를 다 먹고 maple 오티를 하고자취의 외로움에 혼자 창덕궁과 창경궁을 거닐고 2년이 훌쩍 지나고 성신여대 제순식당에서 밥을 먹던 날에),9
폭풍의 시간,진짜 잘만들었다...와..,10
카운트,헐리웃의 빠른 영화에 지칠때 살짝 느리고 한국적인 유머가 편안하고 즐거운 영화 진선규배우와 감초배우들 모두 매력이 넘치시네요,9
치어리더는 모두 죽는다,병맛영화 맞다.영화는 쓰레기다...파워레인저 만도 못함,2
TAR 타르,흥미로운 연기 볼만합니다!,7
스마트폰을 떨어뜨렸을 뿐인데,개연성이없다 형사가 무슨 암것도안해 ㅋㅋ지가잡겟다면서 ㅋㅋㅋㅋ,2
드리머,동서양을 막론하고 아이가 주인공인 영화는 다 좋은 것 같다,7
교섭,별점 테러한 사람들 기독교일 가능성 아주 높음,9
앤트맨과 와스프: 퀀텀매니아,제가 마블에대한 기대가 컸던 것 같네요. 많이 아쉬운 영화입니다.,6
앤트맨과 와스프: 퀀텀매니아,블랙팬서 와칸다 포에버를 이은 마블의 망한 영화중간중간 졸았음,4
서치 2,1편의 신선함은 어쩔 수 없이 떨어졌지만 그걸 보완하는 무언가가 있다.,7
다음 소희,다들 한번 보셨으면 좋겠어요상영관이 적어서 안타까워요,10
서치 2,1편과 차별화 되는 부분에 힘을 쏟기보다 스토리에 더 집중한 것 같아서 좋았습니다. 영화를 보시면 아마존 링 도어벨 사고 싶으실 것 같네요. 저도 꼭 설치하고 싶습니다 ㅎㅎ,9
앤트맨과 와스프: 퀀텀매니아,"원래 평점 같은거 참고도 안하고, 남기지도 않지만 저 평가된 것 같아 남김. MCU 페이즈5의첫작품으로써 충분한 역할을 해내는 영화이고, 각캐릭터들의 서사나 전반의 연출력도 나쁘지않았음. 와칸다포에버나 이터널스에 비하면 감상하는동언 훨씬 더 몰입할 수 있었다 생각합니다.",9
쥬라기 월드: 도미니언,쥬라기공원 배우들을 다시 봐서 좋았다.공룡을 좀 더 중점적으로 보여줬으면 좋았을 텐데 아쉽다.,7
스마트폰을 떨어뜨렸을 뿐인데,임시완 연기 너무 잘하고 연출 좋았어요,10
프롬 파리 위드 러브,볼만해요. ^^ 시간가는 줄 모르겠네요.,9
탑건: 매버릭,오랜만에 흠뻑 느껴 보는 &amp;#34;리얼 아메리칸 블록버스터&amp;#34;의 쾌감과 위엄.,8
스마트폰을 떨어뜨렸을 뿐인데,임시완 진짜 연기 미쳤다,8
TAR 타르,"어디서 흘러와서 어디로 흘러가는지 알 수 없는, 검푸른 대양 위의 거대하지만 조그마한 저 선박처럼.",8
다음 소희,가슴에 묵직하게 무언가 남는 영화. 자신들의 이익을 위해서라면 다른 누군가가 소모품처럼 쓰여도 외면하는 이 사회의 현실을 꼬집는다. 의무적으로 봐야 하는 영화이다. ,10
카운트,1988년 올림픽 금메달리스트지만 1998년 지금은 평범한 고등학교 선생인 ‘시헌’...언제나 뻔한 시놉의 주인공.아직도 이런 영화나 만든다는.,1
유령,일본에 대항하는 독립운동가 관련 영화에 학폭가해자를 쓰는 감독새끼는 제정신 박힌 새끼냐?,2
졸업,스턴버그의 사랑의 3요소 이론이 생각나는 영화. 무엇이 부재였을까?,9
카운트,앤트맨보다 더 재밌어요^^,10
하우스 오브 구찌,구찌 얘기가 이렇게 재미있을줄이야.,10
서치 2,2시간짜리 애플광고 폼 미쳤다 ㄷㄷ 근데 최근본 극장 팝콘무비중 제일 재밌었음,9
탑건: 매버릭,이 영화에 평점을 남기는게 의미가 있을까? 무조건 만점이상,10
스마트폰을 떨어뜨렸을 뿐인데,처음엔 흥미진진했는데 갈수록 고구마먹은듯한 느낌. 여주는 멍청하고 순진하고 경찰은 허술하고 개연성도 떨어지는 것같고- 고구마먹은듯이 답답하고 혈압상승하게한다;; 아무튼 세상은 무서우니  술 적당히 먹고 일찍 들어가자. 휴대폰보다 가족 친구 소중히 여기고.. ,4
웨스트 사이드 스토리,노래 잘듣고왔어요,8
카운트,예고편만 보곤 장르가 코미디인줄 알았는데 드라마였구나. 실화를 바탕으로 했다 라고 처음에 뜨는데 마지막을 보면서 실존 인물이라는 것에 놀랐음. 기대에 못미쳐서인지 아쉬운 점이 가득. 뭔가 더 많은 얘기들이 있었을 것 같은데 다 쳐낸것 같아 아쉽다. 그래도 진선규도 충분히 단독주연으로 서도 가능하다는 것을 보여준 영화. 그리고 성유빈이 점점 더 기대되는 영화였다.,6
어느 가족,"진정한 가족.. 어떤게 진짜 가족이고, 어떤게 가짜 가족인지.. 비록 비도덕적이고 법의 경계는 벗어났지만 가족이 아닌 가족들의 잠깐이나마 함께였을때의 사랑을 느낄수 있었습니다. ",10
특송,박소담 배우 대박이에요,10
젠틀맨,편집 문제니? 연출 문제니? 매끈하지 못함.여주 연기 역부족. 연기를 연기함.,1
스마트폰을 떨어뜨렸을 뿐인데,중간에 이해안가는 부분이 있었지만 끝까지보면 왜그런지 알게됨.. 현실적이고 몰입도 장난아니네요 두시간 순삭,8
해적: 도깨비 깃발,액션은 재미있게봤습니다,10
킹메이커,재미있게 봤습니다,10
앤트맨과 와스프: 퀀텀매니아,제목을 앤트맨과 와스프가 아니라 재닛과 캉으로 지어야 하는거 아닌가 싶어요,5
서치 2,기대 안 하고 봤는데 너무 흥미진진 재밌게 봤어요,7
여인의 향기,세상에...지금이라도 이 영화를 본 내가 승자!!,10
다음 소희,많은 분들이 봐주시면 좋겠습니다보면서 너무 힘들었어요인구수도 점점 줄어가는데 이미 있는 아이들만이라도 잘 자랄수있는 환경이 만들어지면 좋겠습니다!,10
앤트맨과 와스프: 퀀텀매니아,용포디로 보니까 굿~,6
TAR 타르,케이트 블란쳇의 연기는 진짜 미쳐버린 수준,7
안테벨룸,재미있게 봤어요.,10
디 워,친구하고 둘이 영화관가서 디워봤는데 극장에는 총6명에서 봤었습니다 앞 커플 여자는 남자친구에게 미안하다고 계속 했으며 저는 친구에게 미안하다고 했죠 어제 친구하고 통화하는데 디워 얘기가 나왔습니다 9천원으로 평생 추억이 생긴거죠 디워 안 봤으면 잊혀질 순간이였겠죠 ㅎㅎ,10
카운트,최근 충무로의 핫한 배우 진선규와 눈빛이 좋은 성유빈의 콜라보. 세상엔 두부류가 있다. 부끄러움을 아는자와 모르는자 결국 승리해서 좋았음 ,10
스마트폰을 떨어뜨렸을 뿐인데,"천우희 배우님 연기 빼곤 볼게 없음개연성 없는건 말할 것도 없고, 형사들 태도가 말도 안됨ㅋㅋㅋ 아무리 아들이어도 그렇지 숨기는것도 말이 안됨ㅋㅋㅋ",1
언차티드,넷플릭스에서 봤는데 솔직히 영화 다 못봤습니다. 시작장면 보고 껐습니다.톰홀랜드 이 영화에선 일반인 맞죠? 스파이더맨 아니죠? 날아가고 있는 비행기에 메달린채점프로 앞으로 가는거보고 바로 껐습니다. ㅡㅡ; 점프하는 순간 바로 뒤로 날아갈텐데 어이가 없네요. 일어서서 뛰어다니기까지 함... ,4
이상한 나라의 수학자,연기 넘 좋았습니다,10
교섭,음 뭔가 부족한데 뭐지 심심하다,4
서치 2,영화값이 아깝지 않았음 서치1이 재밌었다면 꼭 봐야함!,9
문폴,영상미는 좋았어요,9
애프터썬,감정선을 쫓아가다보면 도저히 일어 설 수 없어지는 먹먹함. N차를 추천합니다.,10
스펜서,연기가 너무 좋았어요,9
게이샤의 추억,뭔가 심오하고 가슴 울릴 줄 알았는데...스토리 허접하고 결말도 허무함,3
아바타: 물의 길,3D 돌비 시네마에서 봤습니다. 이런 영화를 볼수 있는 세대에 살고 있는게 너무 좋네요,10
뜨거운 피,자막은 필요했어요.,10
서치 2,가장 기억에 남는 대사 &amp;#34;시리야&amp;#34;,10
카운트,정말 기대 이상이었고 그 어떤 영화와 견주어도 될 만큼 훌륭하다.,10
신비한 동물들과 덤블도어의 비밀,의리로 보는 신비한 동물사전,9
스마트폰을 떨어뜨렸을 뿐인데,몰입해서 봤어요 재밌어요,10
나쁜 남자,그런게 있을리가...,1
수퍼 소닉2,액션부터 넘 좋았어요,9
교섭,예수천국 불신지옥  정신병이다,2
아마겟돈,이때 가장 사랑했던 그녀와 함께……. 그립다 보고싶네…,10
공기살인,공기살인 괜찮았어요,10
TAR 타르,되게 어렵고 긴 영화지만 케이트 블란쳇의 연기는 대단했다.,9
로스트 시티,로스트시티 재미있어요,9
듄,엄청나다. 장엄하다. 놀랍다. 이걸 영화관에서 안보고 집에서 작은 화면으로 보는건 범죄다.,10
탑건: 매버릭,대존잼 2회차 관람인데 감동 쏠쏠함,10
스위치,권상우 라디오스타에서 중박이상 칠거라고 예상한 느낌이었는데 아쉽네,10
극장판 엉덩이 탐정: 수플레 섬의 비밀,엉덩이 탐정 잘보고왔어요,10
브로커,지루할 줄 알았는데 잔잔한 영화인것 치고는 졸리지는 않았다. 내용도 의미있고 좋았다. 다만 이도저도 아닌 결말이 아쉬웠다.,7
